1.83319E-09,-1.83319E-09,-2.80413E-09,-3.62926E-09,-4.30937E-09,-4.75837E-09,-5.17339E-09,-5.86081E-09,-6.42829E-09,-6.13509E-09,-5.38219E-09,-4.94028E-09,-4.79867E-09,-4.60319E-09,-4.19994E-09,-3.7006E-09,-2.65033E-09,2.65033E-09
-1.83319E-09,1.83319E-09,2.80413E-09,3.62926E-09,4.30937E-09,4.75837E-09,5.17339E-09,5.86081E-09,6.42829E-09,6.13509E-09,5.38219E-09,4.94028E-09,4.79867E-09,4.60319E-09,4.19994E-09,3.7006E-09,2.65033E-09,-2.65033E-09
-2.90489E-09,2.90489E-09,6.14247E-09,8.49159E-09,1.01955E-08,1.15794E-08,1.30125E-08,1.40522E-08,1.38068E-08,1.27159E-08,1.18677E-08,1.14759E-08,1.11714E-08,1.07016E-08,1.01015E-08,8.95624E-09,4.94468E-09,-4.94468E-09
-3.85982E-09,3.85982E-09,8.63838E-09,1.20864E-08,1.47902E-08,1.71963E-08,1.88806E-08,1.89788E-08,1.79602E-08,1.70349E-08,1.65684E-08,1.62775E-08,1.59526E-08,1.5655E-08,1.50002E-08,1.19363E-08,5.35364E-09,-5.35364E-09
-4.60459E-09,4.60459E-09,1.03992E-08,1.48599E-08,1.86309E-08,2.13122E-08,2.20606E-08,2.1377E-08,2.05957E-08,2.02156E-08,2.00186E-08,1.98592E-08,1.99147E-08,1.99245E-08,1.78465E-08,1.26525E-08,5.2353E-09,-5.2353E-09
-5.06586E-09,5.06586E-09,1.18485E-08,1.73916E-08,2.14565E-08,2.32319E-08,2.32225E-08,2.2842E-08,2.27098E-08,2.26823E-08,2.2674E-08,2.30029E-08,2.36042E-08,2.25158E-08,1.85687E-08,1.26944E-08,5.36695E-09,-5.36695E-09
-5.57246E-09,5.57246E-09,1.35139E-08,1.93531E-08,2.25227E-08,2.35648E-08,2.38998E-08,2.42228E-08,2.44874E-08,2.46766E-08,2.52159E-08,2.62301E-08,2.58959E-08,2.30507E-08,1.85625E-08,1.29795E-08,5.58347E-09,-5.58347E-09
-6.34111E-09,6.34111E-09,1.47163E-08,1.97059E-08,2.21646E-08,2.35496E-08,2.45814E-08,2.53168E-08,2.58338E-08,2.66336E-08,2.79489E-08,2.81119E-08,2.61043E-08,2.28341E-08,1.88161E-08,1.33934E-08,5.68685E-09,-5.68685E-09
-6.79094E-09,6.79094E-09,1.44396E-08,1.87964E-08,2.16185E-08,2.3674E-08,2.51263E-08,2.61628E-08,2.73316E-08,2.89123E-08,2.93543E-08,2.7868E-08,2.55207E-08,2.28455E-08,1.91824E-08,1.37261E-08,5.82227E-09,-5.82227E-09
-6.12793E-09,6.12793E-09,1.30162E-08,1.77121E-08,2.1165E-08,2.36406E-08,2.54531E-08,2.72057E-08,2.91547E-08,2.97965E-08,2.85763E-08,2.68126E-08,2.51282E-08,2.29075E-08,1.9445E-08,1.42112E-08,6.41958E-09,-6.41958E-09
-4.85729E-09,4.85729E-09,1.16776E-08,1.68598E-08,2.06746E-08,2.35234E-08,2.60951E-08,2.86151E-08,2.95606E-08,2.8525E-08,2.70676E-08,2.59858E-08,2.47713E-08,2.28637E-08,1.99101E-08,1.52791E-08,7.01637E-09,-7.01637E-09
-3.99078E-09,3.99078E-09,1.0805E-08,1.61362E-08,2.02223E-08,2.3786E-08,2.70722E-08,2.85203E-08,2.77523E-08,2.64983E-08,2.57554E-08,2.5157E-08,2.42938E-08,2.30111E-08,2.08291E-08,1.58703E-08,6.46798E-09,-6.46798E-09
-3.53886E-09,3.53886E-09,1.01196E-08,1.54863E-08,2.01552E-08,2.43418E-08,2.64509E-08,2.60996E-08,2.50722E-08,2.45315E-08,2.42815E-08,2.40434E-08,2.38278E-08,2.3334E-08,2.08707E-08,1.47124E-08,5.26936E-09,-5.26936E-09
-3.17715E-09,3.17715E-09,9.43294E-09,1.51125E-08,2.01861E-08,2.30555E-08,2.33224E-08,2.26581E-08,2.22987E-08,2.22396E-08,2.23173E-08,2.26366E-08,2.30898E-08,2.24123E-08,1.89789E-08,1.26397E-08,4.40335E-09,-4.40335E-09
-2.89587E-09,2.89587E-09,9.02039E-09,1.4612E-08,1.8094E-08,1.90802E-08,1.89433E-08,1.88228E-08,1.88824E-08,1.90686E-08,1.95046E-08,2.02648E-08,2.06422E-08,1.929E-08,1.56845E-08,1.04002E-08,3.81425E-09,-3.81425E-09
-2.81928E-09,2.81928E-09,8.11401E-09,1.16008E-08,1.30181E-08,1.33617E-08,1.3485E-08,1.36102E-08,1.37636E-08,1.40382E-08,1.46382E-08,1.54223E-08,1.52508E-08,1.35131E-08,1.07484E-08,7.2806E-09,2.79312E-09,-2.79312E-09
-1.85676E-09,1.85676E-09,4.03894E-09,4.87334E-09,5.08485E-09,5.21551E-09,5.31483E-09,5.35116E-09,5.3708E-09,5.61164E-09,6.26171E-09,6.54576E-09,5.97193E-09,5.00719E-09,3.99252E-09,2.73904E-09,1.02396E-09,-1.02396E-09
1.85676E-09,-1.85676E-09,-4.03894E-09,-4.87334E-09,-5.08485E-09,-5.21551E-09,-5.31483E-09,-5.35116E-09,-5.3708E-09,-5.61164E-09,-6.26171E-09,-6.54576E-09,-5.97193E-09,-5.00719E-09,-3.99252E-09,-2.73904E-09,-1.02396E-09,1.02396E-09
