1.10558,-1.10558,-2.78719,-4.14853,-5.21167,-6.03135,-6.68204,-6.55846,-5.12019,-4.26864,-4.21856,-4.52076,-5.03225,-5.61773,-5.98566,-5.02857,-1.94114,1.94114
-1.10558,1.10558,2.78719,4.14853,5.21167,6.03135,6.68204,6.55846,5.12019,4.26864,4.21856,4.52076,5.03225,5.61773,5.98566,5.02857,1.94114,-1.94114
-2.6925,2.6925,7.22804,10.7207,12.9037,13.8115,13.6054,12.1626,11.0351,10.7971,11.3048,12.4056,13.6414,14.1033,12.3491,7.92101,2.76621,-2.76621
-3.95541,3.95541,10.5906,15.1119,17.2453,17.45,16.3491,15.4446,15.2489,15.8018,17.1463,18.8857,19.8881,18.4291,14.0485,8.7817,3.1457,-3.1457
-5.08803,5.08803,13.0786,17.7987,19.3453,18.6988,17.99,17.9445,18.5774,20.0382,22.1612,23.9354,23.4363,19.7332,14.6953,9.34982,3.37204,-3.37204
-6.06147,6.06147,14.6469,18.7911,19.3183,19.0594,19.26,20.0098,21.4963,23.7828,26.1893,26.8378,24.2313,19.7317,14.8839,9.6805,3.58283,-3.58283
-6.49539,6.49539,14.3273,17.2749,18.3455,19.2275,20.2838,21.8008,24.0312,26.6597,28.0835,26.5895,23.0797,19.1036,14.9367,10.0991,3.94979,-3.94979
-5.88078,5.88078,12.126,15.4724,17.7579,19.5799,21.3477,23.4767,26.0184,27.7761,27.1247,24.6848,21.7899,18.8,15.3837,10.9161,4.58366,-4.58366
-4.47904,4.47904,10.482,14.8042,18.0351,20.5845,22.8436,25.1121,26.7906,26.6231,25.0991,23.2524,21.422,19.4098,16.6515,12.3418,5.42903,-5.42903
-3.86187,3.86187,10.3147,15.4721,19.5396,22.6603,24.9112,26.0798,25.8482,24.8863,23.8682,23.0232,22.2856,21.1961,18.8726,14.1677,5.985,-5.985
-4.01843,4.01843,11.163,17.1611,21.8179,24.7249,25.5916,25.0451,24.2559,23.7255,23.5529,23.7575,24.0392,23.4992,20.698,14.539,5.40413,-5.40413
-4.44106,4.44106,12.4058,18.8475,22.9773,24.3038,23.8156,23.111,22.8031,22.976,23.708,24.8452,25.5761,24.3464,19.9459,12.9358,4.59359,-4.59359
-4.96924,4.96924,13.5021,19.385,21.8334,21.8398,21.3328,21.1582,21.4664,22.4018,23.9755,25.5586,25.6279,22.8108,17.5435,11.1874,3.99855,-3.99855
-5.49628,5.49628,13.8884,18.3354,19.3943,19.0604,18.8552,19.1664,20.075,21.7108,23.7683,24.976,23.7945,20.0999,15.1771,9.75191,3.55137,-3.55137
-5.62948,5.62948,12.8149,15.6372,15.8059,15.5646,15.8042,16.5754,17.959,19.9496,21.8178,22.1123,19.9917,16.2692,12.2941,8.14615,3.1376,-3.1376
-4.62389,4.62389,9.34216,10.5387,10.5688,10.7373,11.2933,12.2425,13.6604,15.393,16.4764,15.7482,13.4104,10.799,8.44381,5.97114,2.58092,-2.58092
-2.0407,2.0407,3.50787,3.7972,3.88854,4.08843,4.44995,5.00343,5.82698,6.62574,6.68462,5.8583,4.80734,3.93155,3.24352,2.54476,1.33106,-1.33106
2.0407,-2.0407,-3.50787,-3.7972,-3.88854,-4.08843,-4.44995,-5.00343,-5.82698,-6.62574,-6.68462,-5.8583,-4.80734,-3.93155,-3.24352,-2.54476,-1.33106,1.33106
