1.99065E-07,-1.99065E-07,-2.639E-07,-3.21004E-07,-3.72086E-07,-4.05248E-07,-4.42549E-07,-5.1952E-07,-5.84935E-07,-5.45223E-07,-4.51334E-07,-4.01878E-07,-3.98477E-07,-3.99744E-07,-3.88021E-07,-3.7612E-07,-3.02594E-07,3.02594E-07
-1.99065E-07,1.99065E-07,2.639E-07,3.21004E-07,3.72086E-07,4.05248E-07,4.42549E-07,5.1952E-07,5.84935E-07,5.45223E-07,4.51334E-07,4.01878E-07,3.98477E-07,3.99744E-07,3.88021E-07,3.7612E-07,3.02594E-07,-3.02594E-07
-2.76319E-07,2.76319E-07,5.19122E-07,6.80105E-07,7.94317E-07,8.99508E-07,1.03479E-06,1.13705E-06,1.08901E-06,9.43773E-07,8.39616E-07,8.08835E-07,8.13317E-07,8.29713E-07,8.66926E-07,8.69633E-07,5.34426E-07,-5.34426E-07
-3.48937E-07,3.48937E-07,6.96671E-07,9.21351E-07,1.10352E-06,1.2951E-06,1.433E-06,1.39827E-06,1.24205E-06,1.11311E-06,1.0598E-06,1.05443E-06,1.08248E-06,1.16399E-06,1.25775E-06,1.1017E-06,5.37805E-07,-5.37805E-07
-4.06647E-07,4.06647E-07,8.14046E-07,1.1069E-06,1.37526E-06,1.56502E-06,1.55954E-06,1.40959E-06,1.27347E-06,1.21E-06,1.19432E-06,1.21698E-06,1.31438E-06,1.46941E-06,1.43538E-06,1.07758E-06,4.8417E-07,-4.8417E-07
-4.39136E-07,4.39136E-07,9.21284E-07,1.30529E-06,1.57279E-06,1.61923E-06,1.4971E-06,1.37118E-06,1.30935E-06,1.28883E-06,1.30058E-06,1.3935E-06,1.57547E-06,1.61895E-06,1.38869E-06,9.95153E-07,4.70574E-07,-4.70574E-07
-4.8507E-07,4.8507E-07,1.07765E-06,1.46589E-06,1.59251E-06,1.52416E-06,1.42889E-06,1.3813E-06,1.36482E-06,1.37115E-06,1.45419E-06,1.63889E-06,1.71445E-06,1.55612E-06,1.28567E-06,9.65245E-07,4.7508E-07,-4.7508E-07
-5.68925E-07,5.68925E-07,1.19091E-06,1.44879E-06,1.46556E-06,1.4241E-06,1.40537E-06,1.40351E-06,1.41622E-06,1.49864E-06,1.6798E-06,1.76061E-06,1.63311E-06,1.43415E-06,1.24256E-06,9.69043E-07,4.7148E-07,-4.7148E-07
-6.16086E-07,6.16086E-07,1.12892E-06,1.29084E-06,1.33945E-06,1.37225E-06,1.4003E-06,1.43308E-06,1.52578E-06,1.70472E-06,1.77546E-06,1.65013E-06,1.48397E-06,1.36847E-06,1.23576E-06,9.77201E-07,4.7704E-07,-4.7704E-07
-5.26608E-07,5.26608E-07,9.32214E-07,1.12684E-06,1.2476E-06,1.32892E-06,1.39994E-06,1.52098E-06,1.70966E-06,1.7686E-06,1.6289E-06,1.46828E-06,1.38771E-06,1.33539E-06,1.23745E-06,1.01873E-06,5.45582E-07,-5.45582E-07
-3.64903E-07,3.64903E-07,7.58183E-07,1.01221E-06,1.17859E-06,1.30783E-06,1.47481E-06,1.6916E-06,1.75268E-06,1.5988E-06,1.42716E-06,1.35141E-06,1.33123E-06,1.32131E-06,1.2908E-06,1.15069E-06,6.20245E-07,-6.20245E-07
-2.60308E-07,2.60308E-07,6.61622E-07,9.44038E-07,1.15348E-06,1.37935E-06,1.64004E-06,1.7238E-06,1.56932E-06,1.38639E-06,1.30298E-06,1.28727E-06,1.31066E-06,1.37697E-06,1.43773E-06,1.24678E-06,5.59737E-07,-5.59737E-07
-2.17686E-07,2.17686E-07,6.17393E-07,9.29668E-07,1.23293E-06,1.55181E-06,1.67429E-06,1.53728E-06,1.3521E-06,1.25898E-06,1.2371E-06,1.26506E-06,1.36477E-06,1.51908E-06,1.52543E-06,1.1561E-06,4.28798E-07,-4.28798E-07
-1.99901E-07,1.99901E-07,6.11586E-07,1.00889E-06,1.39888E-06,1.57848E-06,1.48694E-06,1.32088E-06,1.22523E-06,1.19545E-06,1.21483E-06,1.30828E-06,1.47973E-06,1.58737E-06,1.43433E-06,9.90587E-07,3.52812E-07,-3.52812E-07
-2.0757E-07,2.0757E-07,6.83811E-07,1.13891E-06,1.383E-06,1.36517E-06,1.24913E-06,1.16808E-06,1.1353E-06,1.14145E-06,1.20519E-06,1.34493E-06,1.48512E-06,1.46909E-06,1.23525E-06,8.45962E-07,3.25178E-07,-3.25178E-07
-2.54768E-07,2.54768E-07,7.33586E-07,1.01467E-06,1.06985E-06,1.02233E-06,9.74036E-07,9.47051E-07,9.40377E-07,9.64231E-07,1.04633E-06,1.17463E-06,1.21427E-06,1.09569E-06,8.88278E-07,6.26045E-07,2.54635E-07,-2.54635E-07
-1.99519E-07,1.99519E-07,4.10762E-07,4.62604E-07,4.47399E-07,4.32651E-07,4.2302E-07,4.12745E-07,4.06286E-07,4.3303E-07,5.17284E-07,5.63783E-07,5.13408E-07,4.26755E-07,3.46871E-07,2.47727E-07,9.65568E-08,-9.65568E-08
1.99519E-07,-1.99519E-07,-4.10762E-07,-4.62604E-07,-4.47399E-07,-4.32651E-07,-4.2302E-07,-4.12745E-07,-4.06286E-07,-4.3303E-07,-5.17284E-07,-5.63783E-07,-5.13408E-07,-4.26755E-07,-3.46871E-07,-2.47727E-07,-9.65568E-08,9.65568E-08
