7.59025E-10,-7.59025E-10,-1.35645E-09,-1.52778E-09,-1.57541E-09,-1.64695E-09,-1.65627E-09,-1.41108E-09,-7.43267E-10,7.43267E-10
-7.59025E-10,7.59025E-10,1.35645E-09,1.52778E-09,1.57541E-09,1.64695E-09,1.65627E-09,1.41108E-09,7.43267E-10,-7.43267E-10
-1.38828E-09,1.38828E-09,2.57027E-09,3.08538E-09,3.39741E-09,3.5504E-09,3.35029E-09,2.63396E-09,1.29195E-09,-1.29195E-09
-1.58637E-09,1.58637E-09,3.12517E-09,3.99198E-09,4.47995E-09,4.54093E-09,4.12219E-09,3.26536E-09,1.66287E-09,-1.66287E-09
-1.63825E-09,1.63825E-09,3.47431E-09,4.53233E-09,4.9683E-09,4.89858E-09,4.53018E-09,3.73744E-09,1.89266E-09,-1.89266E-09
-1.697E-09,1.697E-09,3.65084E-09,4.62681E-09,4.94283E-09,4.97655E-09,4.77042E-09,3.91277E-09,1.8704E-09,-1.8704E-09
-1.65728E-09,1.65728E-09,3.40693E-09,4.1977E-09,4.58004E-09,4.75923E-09,4.53737E-09,3.60451E-09,1.66333E-09,-1.66333E-09
-1.32863E-09,1.32863E-09,2.61434E-09,3.28056E-09,3.68185E-09,3.80798E-09,3.54568E-09,2.77692E-09,1.30574E-09,-1.30574E-09
-6.48936E-10,6.48936E-10,1.22974E-09,1.56894E-09,1.75406E-09,1.76492E-09,1.59948E-09,1.28896E-09,6.94443E-10,-6.94443E-10
6.48936E-10,-6.48936E-10,-1.22974E-09,-1.56894E-09,-1.75406E-09,-1.76492E-09,-1.59948E-09,-1.28896E-09,-6.94443E-10,6.94443E-10
