2.48967E-09,-2.48967E-09,-4.60879E-09,-5.80165E-09,-6.39687E-09,-6.39305E-09,-5.89873E-09,-4.96736E-09,-2.90618E-09,2.90618E-09
-2.48967E-09,2.48967E-09,4.60879E-09,5.80165E-09,6.39687E-09,6.39305E-09,5.89873E-09,4.96736E-09,2.90618E-09,-2.90618E-09
-4.79466E-09,4.79466E-09,9.83318E-09,1.24348E-08,1.33698E-08,1.32272E-08,1.23605E-08,1.02471E-08,5.22118E-09,-5.22118E-09
-6.13637E-09,6.13637E-09,1.2652E-08,1.57554E-08,1.68896E-08,1.70253E-08,1.61135E-08,1.30044E-08,6.25475E-09,-6.25475E-09
-6.70524E-09,6.70524E-09,1.36362E-08,1.70422E-08,1.86972E-08,1.9216E-08,1.80754E-08,1.43932E-08,6.87207E-09,-6.87207E-09
-6.5314E-09,6.5314E-09,1.35364E-08,1.74103E-08,1.95014E-08,2.00211E-08,1.87473E-08,1.49852E-08,7.17334E-09,-7.17334E-09
-5.92415E-09,5.92415E-09,1.27911E-08,1.67341E-08,1.86796E-08,1.90769E-08,1.7888E-08,1.4336E-08,6.80967E-09,-6.80967E-09
-4.88348E-09,4.88348E-09,1.05482E-08,1.35961E-08,1.49932E-08,1.52201E-08,1.42597E-08,1.14529E-08,5.37988E-09,-5.37988E-09
-2.59733E-09,2.59733E-09,5.14745E-09,6.33584E-09,6.79501E-09,6.84117E-09,6.46447E-09,5.21667E-09,2.49711E-09,-2.49711E-09
2.59733E-09,-2.59733E-09,-5.14745E-09,-6.33584E-09,-6.79501E-09,-6.84117E-09,-6.46447E-09,-5.21667E-09,-2.49711E-09,2.49711E-09
