3.45472E-05,-3.45472E-05,-6.39443E-05,-8.04933E-05,-8.87563E-05,-8.87062E-05,-8.18448E-05,-6.89185E-05,-4.03201E-05,4.03201E-05
-3.45472E-05,3.45472E-05,6.39443E-05,8.04933E-05,8.87563E-05,8.87062E-05,8.18448E-05,6.89185E-05,4.03201E-05,-4.03201E-05
-6.65208E-05,6.65208E-05,0.000136425,0.000172526,0.000185503,0.000183522,0.00017149,0.000142167,7.24422E-05,-7.24422E-05
-8.51319E-05,8.51319E-05,0.000175535,0.000218596,0.000234329,0.000236206,0.000223554,0.000180424,8.67792E-05,-8.67792E-05
-9.30255E-05,9.30255E-05,0.000189189,0.000236442,0.000259396,0.000266593,0.000250773,0.000199686,9.53354E-05,-9.53354E-05
-9.06159E-05,9.06159E-05,0.000187801,0.000241541,0.00027055,0.000277765,0.000260092,0.000207891,9.95124E-05,-9.95124E-05
-8.21883E-05,8.21883E-05,0.000177454,0.000232157,0.000259153,0.000264665,0.000248164,0.000198885,9.44696E-05,-9.44696E-05
-6.77455E-05,6.77455E-05,0.000146334,0.000188624,0.000208007,0.000211152,0.000197827,0.000158888,7.46378E-05,-7.46378E-05
-3.60274E-05,3.60274E-05,7.14084E-05,8.78962E-05,9.42646E-05,9.49046E-05,8.96802E-05,7.23725E-05,3.46418E-05,-3.46418E-05
3.60274E-05,-3.60274E-05,-7.14084E-05,-8.78962E-05,-9.42646E-05,-9.49046E-05,-8.96802E-05,-7.23725E-05,-3.46418E-05,3.46418E-05
