-1.80925,1.80925,5.41982,9.01771,12.6082,16.1945,19.7786,23.3615,26.944,30.5262,34.1083,37.6903,41.2724,44.8546,48.4373,52.0216,55.6103,59.2114,62.846,66.5687,70.5172,75.0216,80.8198,89.4105,103.49,127.21,165.741,223.547,301.4,393.337,485.724,560.009,598.717,592.275
-1.31575,1.31575,3.95518,6.60729,9.26684,11.9305,14.5964,17.2635,19.931,22.5988,25.2667,27.9347,30.6026,33.2704,35.9377,38.6037,41.2664,43.9217,46.5638,49.1928,51.8437,54.6721,58.1479,63.4094,72.7538,90.0613,120.708,170.388,242.509,334.619,435.645,526.572,586.025,598.717
-0.869147,0.869147,2.62714,4.41682,6.22542,8.04475,9.86985,11.6979,13.5275,15.3577,17.1882,19.0189,20.8494,22.6796,24.5084,26.3332,28.1474,29.9356,31.6671,33.2901,34.7411,36.0019,37.2619,39.2448,43.7088,53.976,75.1545,113.519,174.434,258.639,358.227,455.62,528.339,558.242
-0.527832,0.527832,1.60682,2.72376,3.864,5.01781,6.17911,7.34436,8.51159,9.67978,10.8484,12.0172,13.1859,14.3539,15.52,16.6802,17.8248,18.9307,19.9504,20.797,21.338,21.4278,21.0308,20.5004,21.0364,25.2458,37.5739,64.1427,111.228,181.768,270.907,363.953,440.123,481.245
-0.296873,0.296873,0.911307,1.55985,2.23004,2.9132,3.60373,4.29825,4.99483,5.69243,6.3905,7.08873,7.78685,8.4843,9.17949,9.86812,10.5392,11.167,11.6975,12.0297,11.9996,11.3935,10.0327,7.98955,5.96798,5.82498,11.0998,27.1794,60.3075,114.629,187.932,269.148,340.939,387.017
-0.155864,0.155864,0.482915,0.835598,1.20512,1.58505,1.97109,2.36052,2.75176,3.14391,3.53649,3.92922,4.32185,4.71382,5.10365,5.48722,5.85406,6.1798,6.41289,6.45549,6.14438,5.2502,3.53005,0.879625,-2.3769,-5.04796,-4.53899,3.50924,24.6876,63.5331,119.841,186.094,248.968,294.941
-0.0769656,0.0769656,0.240852,0.42165,0.613954,0.813618,1.01773,1.22438,1.43243,1.6412,1.85032,2.05956,2.26871,2.47731,2.68408,2.88553,3.07282,3.22534,3.29939,3.21131,2.81887,1.91349,0.24823,-2.36383,-5.84524,-9.51189,-11.5893,-8.76453,3.62539,29.9528,71.3083,123.088,175.643,218.292
-0.0359905,0.0359905,0.113812,0.20171,0.296715,0.396418,0.499048,0.603405,0.708731,0.814574,0.920674,1.02687,1.13299,1.23868,1.34295,1.4431,1.53229,1.59462,1.59625,1.4721,1.10994,0.340367,-1.05101,-3.26483,-6.35276,-9.9652,-12.9456,-12.8729,-6.02703,11.4968,41.4525,81.3001,124.282,162.167
-0.0160335,0.0160335,0.0512537,0.0920011,0.136788,0.184334,0.233653,0.284049,0.335067,0.386426,0.437958,0.489554,0.541096,0.592326,0.642533,0.689781,0.72917,0.749296,0.725901,0.612073,0.326145,-0.257766,-1.30619,-2.99357,-5.41681,-8.41601,-11.2494,-12.1708,-8.27267,3.78,25.9488,56.978,92.1453,125.126
-0.00684056,0.00684056,0.0221098,0.0402079,0.0604467,0.0821962,0.104947,0.128323,0.15207,0.176027,0.200093,0.224199,0.248267,0.272125,0.295293,0.316469,0.332363,0.335319,0.309041,0.221904,0.0184502,-0.388122,-1.1162,-2.29849,-4.02938,-6.23952,-8.44094,-9.35668,-6.71085,2.28812,19.546,44.514,73.7941,102.449
-0.0028076,0.0028076,0.0091768,0.0169107,0.0257132,0.0352942,0.0454068,0.0558614,0.0665246,0.0773082,0.0881561,0.0990279,0.109875,0.120588,0.130863,0.139874,0.145535,0.142999,0.12194,0.0622706,-0.0714311,-0.335223,-0.807218,-1.57874,-2.72201,-4.2017,-5.67478,-6.1725,-3.87746,3.54798,17.8406,38.7957,63.8345,88.9854
-0.00111289,0.00111289,0.00367883,0.00687028,0.0105681,0.0146466,0.0189926,0.0235158,0.0281499,0.0328498,0.0375855,0.0423346,0.0470685,0.0517215,0.0561104,0.0597388,0.0613538,0.0580453,0.0436091,0.00595745,-0.0763159,-0.237363,-0.525488,-0.998627,-1.70398,-2.61377,-3.46468,-3.48412,-1.17329,5.45572,17.9492,36.2486,58.2702,80.6974
-0.000427474,0.000427474,0.00142917,0.002705,0.00421007,0.00589276,0.00770397,0.00960263,0.0115575,0.0135466,0.0155547,0.0175698,0.0195761,0.021536,0.0233446,0.0247178,0.0249394,0.0223456,0.0133885,-0.00885492,-0.0566834,-0.149837,-0.316533,-0.591043,-1.00018,-1.51427,-1.91403,-1.55104,0.856269,7.03815,18.3708,34.8467,54.6844,75.0092
-0.000159579,0.000159579,0.000539594,0.00103508,0.00163021,0.00230487,0.00303871,0.00381393,0.00461643,0.00543593,0.0062651,0.00709786,0.00792569,0.0087281,0.00944781,0.00992962,0.00978241,0.00809774,0.00293726,-0.00948632,-0.035919,-0.0872402,-0.179116,-0.330576,-0.55435,-0.817296,-0.925809,-0.311943,2.15648,8.02179,18.5215,33.6591,51.8467,70.5142
-5.80436E-05,5.80436E-05,0.000198496,0.000385895,0.000615068,0.000878547,0.00116827,0.00147683,0.00179812,0.00212754,0.00246168,0.00279757,0.00313084,0.00345081,0.00372751,0.00387978,0.00370309,0.0027222,-7.75869E-05,-0.00668176,-0.0206356,-0.0476801,-0.0961238,-0.175888,-0.291008,-0.405972,-0.343846,0.40826,2.87571,8.46042,18.2893,32.3627,49.2271,66.5345
