1.00324,-1.00324,-1.91009,-2.24106,-2.33343,-2.39327,-2.35413,-1.97138,-1.00294,1.00294
-1.00324,1.00324,1.91009,2.24106,2.33343,2.39327,2.35413,1.97138,1.00294,-1.00294
-1.96209,1.96209,3.84982,4.75191,5.2451,5.41572,5.00491,3.80067,1.76241,-1.76241
-2.32374,2.32374,4.8126,6.27029,7.05872,7.08239,6.27282,4.77391,2.29907,-2.29907
-2.43071,2.43071,5.36607,7.12164,7.84955,7.6794,6.91166,5.45295,2.61502,-2.61502
-2.48102,2.48102,5.53651,7.16992,7.74134,7.70898,7.14826,5.63333,2.58969,-2.58969
-2.35307,2.35307,5.04983,6.38421,6.99645,7.14019,6.63221,5.13174,2.28962,-2.28962
-1.84968,1.84968,3.79242,4.82956,5.39698,5.52361,5.0663,3.86895,1.75375,-1.75375
-0.886211,0.886211,1.71267,2.19178,2.45871,2.47011,2.20438,1.73264,0.906342,-0.906342
0.886211,-0.886211,-1.71267,-2.19178,-2.45871,-2.47011,-2.20438,-1.73264,-0.906342,0.906342
