9.20308E-09,-9.20308E-09,-1.71313E-08,-1.98942E-08,-2.07998E-08,-2.14749E-08,-2.09981E-08,-1.73419E-08,-8.81446E-09,8.81446E-09
-9.20308E-09,9.20308E-09,1.71313E-08,1.98942E-08,2.07998E-08,2.14749E-08,2.09981E-08,1.73419E-08,8.81446E-09,-8.81446E-09
-1.7492E-08,1.7492E-08,3.41476E-08,4.22404E-08,4.67491E-08,4.81005E-08,4.42491E-08,3.37212E-08,1.58145E-08,-1.58145E-08
-2.05676E-08,2.05676E-08,4.27159E-08,5.57476E-08,6.26402E-08,6.27708E-08,5.57513E-08,4.25687E-08,2.05294E-08,-2.05294E-08
-2.15375E-08,2.15375E-08,4.76825E-08,6.32808E-08,6.97407E-08,6.82882E-08,6.14967E-08,4.85682E-08,2.33223E-08,-2.33223E-08
-2.20802E-08,2.20802E-08,4.93274E-08,6.38304E-08,6.88358E-08,6.85202E-08,6.36321E-08,5.01631E-08,2.29499E-08,-2.29499E-08
-2.10527E-08,2.10527E-08,4.49847E-08,5.67026E-08,6.21277E-08,6.35369E-08,5.89569E-08,4.54115E-08,2.02162E-08,-2.02162E-08
-1.64481E-08,1.64481E-08,3.35707E-08,4.28138E-08,4.80021E-08,4.90199E-08,4.47623E-08,3.42221E-08,1.56042E-08,-1.56042E-08
-7.76743E-09,7.76743E-09,1.51393E-08,1.95012E-08,2.17889E-08,2.17793E-08,1.95054E-08,1.54171E-08,8.08462E-09,-8.08462E-09
7.76743E-09,-7.76743E-09,-1.51393E-08,-1.95012E-08,-2.17889E-08,-2.17793E-08,-1.95054E-08,-1.54171E-08,-8.08462E-09,8.08462E-09
