2.76435E-09,-2.76435E-09,-5.36659E-09,-6.89033E-09,-7.63351E-09,-7.58339E-09,-6.86367E-09,-5.57567E-09,-3.10102E-09,3.10102E-09
-2.76435E-09,2.76435E-09,5.36659E-09,6.89033E-09,7.63351E-09,7.58339E-09,6.86367E-09,5.57567E-09,3.10102E-09,-3.10102E-09
-5.55459E-09,5.55459E-09,1.19289E-08,1.5443E-08,1.67821E-08,1.65058E-08,1.50127E-08,1.1916E-08,5.7548E-09,-5.7548E-09
-7.23342E-09,7.23342E-09,1.56747E-08,2.00869E-08,2.17915E-08,2.17208E-08,1.98994E-08,1.53792E-08,7.01183E-09,-7.01183E-09
-7.95825E-09,7.95825E-09,1.70834E-08,2.19702E-08,2.42565E-08,2.45213E-08,2.23362E-08,1.70561E-08,7.71808E-09,-7.71808E-09
-7.74343E-09,7.74343E-09,1.68645E-08,2.21533E-08,2.4832E-08,2.50869E-08,2.2799E-08,1.7508E-08,7.97197E-09,-7.97197E-09
-6.91003E-09,6.91003E-09,1.54925E-08,2.05715E-08,2.2976E-08,2.31433E-08,2.11277E-08,1.63466E-08,7.44432E-09,-7.44432E-09
-5.50589E-09,5.50589E-09,1.22506E-08,1.60073E-08,1.76836E-08,1.77575E-08,1.62748E-08,1.27003E-08,5.77283E-09,-5.77283E-09
-2.7965E-09,2.7965E-09,5.69139E-09,7.10427E-09,7.64981E-09,7.64481E-09,7.10105E-09,5.60999E-09,2.62095E-09,-2.62095E-09
2.7965E-09,-2.7965E-09,-5.69139E-09,-7.10427E-09,-7.64981E-09,-7.64481E-09,-7.10105E-09,-5.60999E-09,-2.62095E-09,2.62095E-09
